"V1"
"" "Porphobilinogen"
"" "CMP C9H12N3O8P"
"" "H+"
"" "H2O H2O"
"" "2-Octaprenyl-6-methoxy-1,4-benzoquinol"
"" "D-4'-Phosphopantothenate"
"" "x(213)"
