"V1"
"" "succo_e"
"" "acetylco_e"
"" "amp_c"
"" "dhap_c"
"" "adp_c"
"" "g6p_c"
"" "oaa_c"
"" "atp_c"
"" "nadp_c"
"" "nadphp_c"
"" "nad_c"
"" "pi_c"
"" "acetylco_c"
"" "nadhd_c"
"" "3ohcoa3_c"
"" "h_c"
"" "asp_L_c"
"" "5aizc_c"
"" "fum_c"
"" "malACP_c"
"" "co2_c"
"" "fad_c"
"" "h2o_c"
"" "3hhcoa3_c"
"" "pramf_c"
"" "air_c"
