"V1"
"" "cobalt2[p]"
"" "amet[c]"
"" "h[c]"
"" "adp[c]"
"" "atp[c]"
"" "adcobhex[c]"
"" "5prdmbz[c]"
"" "k[p]"
"" "pi[c]"
"" "nadph[c]"
"" "cobalt2[c]"
"" "prpp[c]"
"" "adocbip[c]"
"" "nadh[c]"
"" "dmbzid[c]"
"" "co1dam[c]"
"" "rdmbzi[c]"
"" "fmnh2[c]"
