"V1"
"" "E625_dann[c]_complex"
"" "8-Amino-7-oxononanoate"
"" "S-Adenosyl-4-methylthio-2-oxobutanoate"
"" "Pimeloyl-[acyl-carrier protein]"
"" "Acyl carrier protein"
"" "CO2 CO2"
"" "7,8-Diaminononanoate"
"" "ADP C10H12N5O10P2"
"" "Phosphate"
"" "H+"
"" "Nicotinamide adenine dinucleotide phosphate"
"" "IscU scaffold protein"
"" "IscS with bound sulfur"
"" "IscU with bound [2Fe-2S] cluster"
"" "S-Adenosyl-L-methionine"
"" "S-Adenosyl-L-homocysteine"
"" "H2O H2O"
"" "Pimeloyl-[acyl-carrier protein] methyl ester"
"" "Malonyl-CoA methyl ester"
"" "Coenzyme A"
