"V1"
"" "E281_dann[c]_complex"
"" "8-Amino-7-oxononanoate"
"" "S-Adenosyl-4-methylthio-2-oxobutanoate"
"" "Pimeloyl-[acyl-carrier protein]"
"" "Acyl carrier protein"
"" "CO2 CO2"
"" "7,8-Diaminononanoate"
"" "Phosphate"
"" "ADP C10H12N5O10P2"
"" "H+"
"" "Nicotinamide adenine dinucleotide phosphate"
"" "S-Adenosyl-L-methionine"
"" "S-Adenosyl-L-homocysteine"
"" "H2O H2O"
"" "Malonyl-[acyl-carrier protein]"
"" "Malonyl-CoA methyl ester"
"" "Coenzyme A"
"" "IscU scaffold protein"
"" "Pimeloyl-[acyl-carrier protein] methyl ester"
