"V1"
"" "pi[c]"
"" "E186_atp[h]_complex"
"" "argsuc[c]"
"" "cbp[m]"
"" "adp[h]"
"" "glu_L[m]"
"" "nh4[m]"
"" "o2[c]"
"" "citr_L[c]"
"" "o2[u]"
"" "chor[h]"
"" "photon437[u]"
"" "pyam5p[c]"
