"V1"
"" "CTP C9H12N3O14P3"
"" "Diphosphate"
"" "Glycerol 3-phosphate"
"" "CMP C9H12N3O8P"
"" "4-Aminobenzoate"
"" "UDP-6-sulfoquinovose"
