"x"
"1" 2185
"2" 3017
"3" 1061
"4" 2188
"5" 2186
"6" 1
"7" 0.99908592321755
"8" 0.0302267898269766
"9" 0
"10" 0
"11" 0
"12" 0
"13" 0
"14" 0
"15" 0
"16" 0
"17" 0
"18" 0
"19" 0
"20" 0
"21" 0
"22" 0
"23" 0
