"V1" "V2"
"" "E258_gthrd[c]_complex" "E98_atp[c]_complex"
"" "E42_cgly[c]_complex" "E98_atp[c]_complex"
"" "E156_6pgl[c]_complex" "E98_atp[c]_complex"
"" "E349_ctp[c]_complex" "E98_atp[c]_complex"
"" "E49_2pglyc[c]_complex" "E98_atp[c]_complex"
"" "E273_2pglyc[c]_complex" "E98_atp[c]_complex"
"" "E274_2pglyc[c]_complex" "E98_atp[c]_complex"
"" "E56_gtp[c]_complex" "E98_atp[c]_complex"
"" "E58_amp[c]_complex" "E98_atp[c]_complex"
"" "E315_amp[c]_complex" "E98_atp[c]_complex"
"" "E98_atp[c]_complex" "E7_atp[c]_cobalt2[c]_complex"
"" "E98_atp[c]_complex" "E415_atp[c]_cobalt2[c]_complex"
"" "E98_atp[c]_complex" "E91_atp[c]_ca2[p]_complex"
"" "E98_atp[c]_complex" "E433_atp[c]_ca2[p]_complex"
"" "E98_atp[c]_complex" "E382_25dhpp[c]_complex"
"" "E98_atp[c]_complex" "E103_adprib[c]_complex"
"" "E98_atp[c]_complex" "E474_adprib[c]_complex"
"" "E98_atp[c]_complex" "E477_csn[c]_complex"
"" "E98_atp[c]_complex" "E316_fmn[c]_complex"
"" "E98_atp[c]_complex" "E105_gtp[c]_complex"
"" "E98_atp[c]_complex" "E482_amp[c]_complex"
"" "E98_atp[c]_complex" "E329_arg__L[c]_complex"
"" "E98_atp[c]_complex" "E121_cytd[c]_complex"
"" "E98_atp[c]_complex" "E122_amp[c]_complex"
"" "E98_atp[c]_complex" "E58_cmp[c]_complex"
"" "E98_atp[c]_complex" "E315_cmp[c]_complex"
"" "E98_atp[c]_complex" "E333_ctp[c]_complex"
"" "E98_atp[c]_complex" "E179_10fthf[c]_complex"
"" "E98_atp[c]_complex" "E88_atp[c]_cobalt2[p]_complex"
"" "E349_dctp[c]_complex" "E98_atp[c]_complex"
"" "E56_trdox[c]_complex" "E98_atp[c]_complex"
"" "E98_atp[c]_complex" "E81_atp[c]_complex"
"" "E98_atp[c]_complex" "E90_atp[c]_complex"
"" "E98_atp[c]_complex" "E8_atp[c]_fe3[p]_complex"
"" "E98_atp[c]_complex" "E95_atp[c]_fe3[p]_complex"
"" "E98_atp[c]_complex" "E101_atp[c]_cobalt2[c]_complex"
"" "E98_atp[c]_complex" "E427_ipdp[c]_nadp[c]_complex"
"" "E98_atp[c]_complex" "E150_dhpmp[c]_complex"
"" "(x(41)" "E334_cbp[c]_complex"
"" "x(40))" "E334_cbp[c]_complex"
"" "x(521)" "E371_sucbz[c]_complex"
"" "E371_sucbz[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E371_sucbz[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E371_sucbz[c]_complex" "E177_agm[c]_complex"
"" "E371_sucbz[c]_complex" "E14_dhpmp[c]_complex"
"" "E371_sucbz[c]_complex" "E199_udpsq[c]_complex"
"" "E47_fdp[c]_complex" "E371_sucbz[c]_complex"
"" "E276_fdp[c]_complex" "E371_sucbz[c]_complex"
"" "E170_arg__L[c]_complex" "E371_sucbz[c]_complex"
"" "E17_4gudbutn[c]_complex" "E371_sucbz[c]_complex"
"" "E178_4gudbutn[c]_complex" "E371_sucbz[c]_complex"
"" "E110_asn__L[c]_complex" "E371_sucbz[c]_complex"
"" "E131_asn__L[c]_complex" "E371_sucbz[c]_complex"
"" "E258_gthrd[c]_complex" "E371_sucbz[c]_complex"
"" "E42_cgly[c]_complex" "E371_sucbz[c]_complex"
"" "E156_6pgl[c]_complex" "E371_sucbz[c]_complex"
"" "E349_ctp[c]_complex" "E371_sucbz[c]_complex"
"" "E49_2pglyc[c]_complex" "E371_sucbz[c]_complex"
"" "E273_2pglyc[c]_complex" "E371_sucbz[c]_complex"
"" "E274_2pglyc[c]_complex" "E371_sucbz[c]_complex"
"" "E56_gtp[c]_complex" "E371_sucbz[c]_complex"
"" "E58_amp[c]_complex" "E371_sucbz[c]_complex"
"" "E315_amp[c]_complex" "E371_sucbz[c]_complex"
"" "E371_sucbz[c]_complex" "E7_atp[c]_cobalt2[c]_complex"
"" "E371_sucbz[c]_complex" "E415_atp[c]_cobalt2[c]_complex"
"" "E371_sucbz[c]_complex" "E91_atp[c]_ca2[p]_complex"
"" "E371_sucbz[c]_complex" "E433_atp[c]_ca2[p]_complex"
"" "E371_sucbz[c]_complex" "E382_25dhpp[c]_complex"
"" "E371_sucbz[c]_complex" "E103_adprib[c]_complex"
"" "E371_sucbz[c]_complex" "E474_adprib[c]_complex"
"" "E371_sucbz[c]_complex" "E477_csn[c]_complex"
"" "E371_sucbz[c]_complex" "E316_fmn[c]_complex"
"" "E371_sucbz[c]_complex" "E105_gtp[c]_complex"
"" "E371_sucbz[c]_complex" "E482_amp[c]_complex"
"" "E371_sucbz[c]_complex" "E329_arg__L[c]_complex"
"" "E371_sucbz[c]_complex" "E121_cytd[c]_complex"
"" "E371_sucbz[c]_complex" "E122_amp[c]_complex"
"" "E371_sucbz[c]_complex" "E58_cmp[c]_complex"
"" "E371_sucbz[c]_complex" "E315_cmp[c]_complex"
"" "E371_sucbz[c]_complex" "E333_ctp[c]_complex"
"" "E371_sucbz[c]_complex" "E179_10fthf[c]_complex"
"" "E371_sucbz[c]_complex" "E88_atp[c]_cobalt2[p]_complex"
"" "E349_dctp[c]_complex" "E371_sucbz[c]_complex"
"" "E56_trdox[c]_complex" "E371_sucbz[c]_complex"
"" "E371_sucbz[c]_complex" "E81_atp[c]_complex"
"" "E371_sucbz[c]_complex" "E90_atp[c]_complex"
"" "E371_sucbz[c]_complex" "E8_atp[c]_fe3[p]_complex"
"" "E371_sucbz[c]_complex" "E95_atp[c]_fe3[p]_complex"
"" "E371_sucbz[c]_complex" "E101_atp[c]_cobalt2[c]_complex"
"" "E371_sucbz[c]_complex" "E427_ipdp[c]_nadp[c]_complex"
"" "E371_sucbz[c]_complex" "E150_dhpmp[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E319_datp[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E98_h[c]_pi[c]_so4[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E429_fe2[c]_h[c]_pi[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E188_pppi[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E319_dutp[c]_complex"
"" "(x(566)&x(569)&x(568))" "(x(578)&x(571)&x(575)&x(577)&x(581))"
"" "(x(566)&x(569)&x(568))" "(x(644)"
"" "(x(566)&x(569)&x(568))" "x(58)"
"" "(x(566)&x(569)&x(568))" "E286_g3p[c]_nad[c]_complex"
"" "(x(566)&x(569)&x(568))" "E23_f6p[c]_complex"
"" "(x(566)&x(569)&x(568))" "E192_f6p[c]_complex"
"" "(x(566)&x(569)&x(568))" "E82_bglycogen[c]_complex"
"" "(x(566)&x(569)&x(568))" "E410_bglycogen[c]_complex"
"" "(x(566)&x(569)&x(568))" "E82_glycogen[c]_complex"
"" "(x(566)&x(569)&x(568))" "E410_glycogen[c]_complex"
"" "(x(566)&x(569)&x(568))" "E478_uaccg[c]_complex"
"" "(x(566)&x(569)&x(568))" "(x(660)&x(651)&x(654)&x(664)))"
"" "(x(566)&x(569)&x(568))" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "(x(566)&x(569)&x(568))"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "(x(566)&x(569)&x(568))"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "(x(566)&x(569)&x(568))"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "x(615)"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "(x(644)"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "(x(649)&x(648))"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "x(58)"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E286_g3p[c]_nad[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E23_f6p[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E192_f6p[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E82_bglycogen[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E410_bglycogen[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E82_glycogen[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E410_glycogen[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E478_uaccg[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "(x(660)&x(651)&x(654)&x(664)))"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "(x(578)&x(571)&x(575)&x(577)&x(581))"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "(x(578)&x(571)&x(575)&x(577)&x(581))"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "(x(578)&x(571)&x(575)&x(577)&x(581))"
"" "H+" "H2O H2O"
"" "x(521)" "E451_pre5[c]_complex"
"" "x(521)" "E390_atp[c]_fmn[c]_complex"
"" "x(521)" "x(602)"
"" "x(521)" "E409_pgp183_9_12_15[c]_complex"
"" "x(521)" "E168_pyr[c]_complex"
"" "x(521)" "E240_akg[c]_complex"
"" "x(521)" "E140_chlld[c]_complex"
"" "x(521)" "E361_3hmop[c]_complex"
"" "x(521)" "E209_h2o2[c]_iasp[c]_complex"
"" "x(521)" "E25_lipidAds[c]_udp[c]_complex"
"" "x(521)" "x(75)"
"" "x(521)" "E137_uaagmda[c]_udp[c]_complex"
"" "x(521)" "E334_pi[c]_complex"
"" "x(521)" "E81_k[c]_pi[c]_complex"
"" "x(521)" "E90_mg2[c]_pi[c]_complex"
"" "x(521)" "E8_pi[c]_complex"
"" "x(521)" "x(675)"
"" "2-Hydroxyphenylacetate" "x(521)"
"" "x(521)" "E376_14dh2napcoa[c]_complex"
"" "x(521)" "E93_atp[c]_cu2[p]_complex"
"" "x(521)" "E177_agm[c]_complex"
"" "x(521)" "E14_dhpmp[c]_complex"
"" "x(521)" "E199_udpsq[c]_complex"
"" "x(521)" "E47_fdp[c]_complex"
"" "x(521)" "E276_fdp[c]_complex"
"" "x(521)" "E170_arg__L[c]_complex"
"" "x(521)" "E17_4gudbutn[c]_complex"
"" "x(521)" "E178_4gudbutn[c]_complex"
"" "x(521)" "E110_asn__L[c]_complex"
"" "x(521)" "E131_asn__L[c]_complex"
"" "x(521)" "E258_gthrd[c]_complex"
"" "x(521)" "E42_cgly[c]_complex"
"" "x(521)" "E156_6pgl[c]_complex"
"" "x(521)" "E349_ctp[c]_complex"
"" "x(521)" "E49_2pglyc[c]_complex"
"" "x(521)" "E273_2pglyc[c]_complex"
"" "x(521)" "E274_2pglyc[c]_complex"
"" "x(521)" "E56_gtp[c]_complex"
"" "x(521)" "E58_amp[c]_complex"
"" "x(521)" "E315_amp[c]_complex"
"" "x(521)" "E7_atp[c]_cobalt2[c]_complex"
"" "x(521)" "E415_atp[c]_cobalt2[c]_complex"
"" "x(521)" "E91_atp[c]_ca2[p]_complex"
"" "x(521)" "E433_atp[c]_ca2[p]_complex"
"" "x(521)" "E382_25dhpp[c]_complex"
"" "x(521)" "E103_adprib[c]_complex"
"" "x(521)" "E474_adprib[c]_complex"
"" "x(521)" "E477_csn[c]_complex"
"" "x(521)" "E316_fmn[c]_complex"
"" "x(521)" "E105_gtp[c]_complex"
"" "x(521)" "E482_amp[c]_complex"
"" "x(521)" "E329_arg__L[c]_complex"
"" "x(521)" "E121_cytd[c]_complex"
"" "x(521)" "E122_amp[c]_complex"
"" "x(521)" "E58_cmp[c]_complex"
"" "x(521)" "E315_cmp[c]_complex"
"" "x(521)" "E333_ctp[c]_complex"
"" "x(521)" "E179_10fthf[c]_complex"
"" "x(521)" "E88_atp[c]_cobalt2[p]_complex"
"" "x(521)" "E349_dctp[c]_complex"
"" "x(521)" "E56_trdox[c]_complex"
"" "x(521)" "E81_atp[c]_complex"
"" "x(521)" "E90_atp[c]_complex"
"" "x(521)" "E8_atp[c]_fe3[p]_complex"
"" "x(521)" "E95_atp[c]_fe3[p]_complex"
"" "x(521)" "E101_atp[c]_cobalt2[c]_complex"
"" "x(521)" "E427_ipdp[c]_nadp[c]_complex"
"" "x(521)" "E150_dhpmp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E376_14dh2napcoa[c]_complex" "E177_agm[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E14_dhpmp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E199_udpsq[c]_complex"
"" "E47_fdp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E276_fdp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E170_arg__L[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E17_4gudbutn[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E178_4gudbutn[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E110_asn__L[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E131_asn__L[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E258_gthrd[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E42_cgly[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E156_6pgl[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E349_ctp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E49_2pglyc[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E273_2pglyc[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E274_2pglyc[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E56_gtp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E58_amp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E315_amp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E7_atp[c]_cobalt2[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E415_atp[c]_cobalt2[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E91_atp[c]_ca2[p]_complex"
"" "E376_14dh2napcoa[c]_complex" "E433_atp[c]_ca2[p]_complex"
"" "E376_14dh2napcoa[c]_complex" "E382_25dhpp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E103_adprib[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E474_adprib[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E477_csn[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E316_fmn[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E105_gtp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E482_amp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E329_arg__L[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E121_cytd[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E122_amp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E58_cmp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E315_cmp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E333_ctp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E179_10fthf[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E88_atp[c]_cobalt2[p]_complex"
"" "E349_dctp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E56_trdox[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E81_atp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E90_atp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E8_atp[c]_fe3[p]_complex"
"" "E376_14dh2napcoa[c]_complex" "E95_atp[c]_fe3[p]_complex"
"" "E376_14dh2napcoa[c]_complex" "E101_atp[c]_cobalt2[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E427_ipdp[c]_nadp[c]_complex"
"" "E376_14dh2napcoa[c]_complex" "E150_dhpmp[c]_complex"
"" "(x(644)" "x(615)"
"" "x(58)" "x(615)"
"" "x(615)" "E286_g3p[c]_nad[c]_complex"
"" "x(615)" "E23_f6p[c]_complex"
"" "x(615)" "E192_f6p[c]_complex"
"" "x(615)" "E82_bglycogen[c]_complex"
"" "x(615)" "E410_bglycogen[c]_complex"
"" "x(615)" "E82_glycogen[c]_complex"
"" "x(615)" "E410_glycogen[c]_complex"
"" "x(615)" "E478_uaccg[c]_complex"
"" "Fe2+ mitochondria" "Phosphate"
"" "(x(660)&x(651)&x(654)&x(664)))" "x(615)"
"" "x(615)" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "x(615)"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "x(615)"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "x(615)"
"" "x(525)" "E376_h[c]_complex"
"" "x(615)" "E429_atp[c]_complex"
"" "(x(407)&x(410))" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E319_datp[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E98_h[c]_pi[c]_so4[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E429_fe2[c]_h[c]_pi[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "E95_fe3[c]_h[c]_pi[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E95_fe3[c]_h[c]_pi[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E95_fe3[c]_h[c]_pi[c]_complex" "E188_pppi[c]_complex"
"" "E95_fe3[c]_h[c]_pi[c]_complex" "E319_dutp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E177_agm[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E14_dhpmp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E199_udpsq[c]_complex"
"" "E47_fdp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E276_fdp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E170_arg__L[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E17_4gudbutn[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E178_4gudbutn[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E110_asn__L[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E131_asn__L[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E258_gthrd[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E42_cgly[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E156_6pgl[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E349_ctp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E49_2pglyc[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E273_2pglyc[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E274_2pglyc[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E56_gtp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E58_amp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E315_amp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E7_atp[c]_cobalt2[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E415_atp[c]_cobalt2[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E91_atp[c]_ca2[p]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E433_atp[c]_ca2[p]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E382_25dhpp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E103_adprib[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E474_adprib[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E477_csn[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E316_fmn[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E105_gtp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E482_amp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E329_arg__L[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E121_cytd[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E122_amp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E58_cmp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E315_cmp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E333_ctp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E179_10fthf[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E88_atp[c]_cobalt2[p]_complex"
"" "E349_dctp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E56_trdox[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E81_atp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E90_atp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E8_atp[c]_fe3[p]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E95_atp[c]_fe3[p]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E101_atp[c]_cobalt2[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E427_ipdp[c]_nadp[c]_complex"
"" "E93_atp[c]_cu2[p]_complex" "E150_dhpmp[c]_complex"
"" "(x(644)" "(x(649)&x(648))"
"" "(x(644)" "x(58)"
"" "(x(644)" "E286_g3p[c]_nad[c]_complex"
"" "(x(644)" "E23_f6p[c]_complex"
"" "(x(644)" "E192_f6p[c]_complex"
"" "(x(644)" "E82_bglycogen[c]_complex"
"" "(x(644)" "E410_bglycogen[c]_complex"
"" "(x(644)" "E82_glycogen[c]_complex"
"" "(x(644)" "E410_glycogen[c]_complex"
"" "(x(644)" "E478_uaccg[c]_complex"
"" "(x(644)" "(x(660)&x(651)&x(654)&x(664)))"
"" "(x(644)" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "(x(644)"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "(x(644)"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "(x(644)"
"" "E93_h[c]_pi[c]_complex" "E442_h[c]_pi[c]_complex"
"" "E450_h[c]_pre4[c]_complex" "E452_h[c]_pre6a[c]_complex"
"" "E450_h[c]_pre4[c]_complex" "E362_h[c]_complex"
"" "E356_h[c]_complex" "E450_h[c]_pre4[c]_complex"
"" "E378_h[c]_phllqne[c]_complex" "E450_h[c]_pre4[c]_complex"
"" "E451_pre5[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E451_pre5[c]_complex"
"" "E451_pre5[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E451_pre5[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E451_pre5[c]_complex"
"" "E140_chlld[c]_complex" "E451_pre5[c]_complex"
"" "E361_3hmop[c]_complex" "E451_pre5[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E451_pre5[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E451_pre5[c]_complex"
"" "x(75)" "E451_pre5[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E451_pre5[c]_complex"
"" "E334_pi[c]_complex" "E451_pre5[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E451_pre5[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E451_pre5[c]_complex"
"" "E8_pi[c]_complex" "E451_pre5[c]_complex"
"" "x(675)" "E451_pre5[c]_complex"
"" "2-Hydroxyphenylacetate" "E451_pre5[c]_complex"
"" "(x(649)&x(648))" "x(58)"
"" "(x(649)&x(648))" "E286_g3p[c]_nad[c]_complex"
"" "(x(649)&x(648))" "E23_f6p[c]_complex"
"" "(x(649)&x(648))" "E192_f6p[c]_complex"
"" "(x(649)&x(648))" "E82_bglycogen[c]_complex"
"" "(x(649)&x(648))" "E410_bglycogen[c]_complex"
"" "(x(649)&x(648))" "E82_glycogen[c]_complex"
"" "(x(649)&x(648))" "E410_glycogen[c]_complex"
"" "(x(649)&x(648))" "E478_uaccg[c]_complex"
"" "(x(649)&x(648))" "(x(660)&x(651)&x(654)&x(664)))"
"" "(x(649)&x(648))" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "(x(649)&x(648))"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "(x(649)&x(648))"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "(x(649)&x(648))"
"" "E452_h[c]_pre6a[c]_complex" "E362_h[c]_complex"
"" "E356_h[c]_complex" "E452_h[c]_pre6a[c]_complex"
"" "E378_h[c]_phllqne[c]_complex" "E452_h[c]_pre6a[c]_complex"
"" "x(602)" "E390_atp[c]_fmn[c]_complex"
"" "E390_atp[c]_fmn[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E390_atp[c]_fmn[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "E140_chlld[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "E361_3hmop[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(75)" "E390_atp[c]_fmn[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "E334_pi[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "E8_pi[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(675)" "E390_atp[c]_fmn[c]_complex"
