"V1" "V2"
"" "E104_h2o[c]_complex" "E229_glu__L[c]_complex"
"" "E104_h2o[c]_complex" "E377_ribflv[c]_complex"
"" "E104_h2o[c]_complex" "E237_ac[c]_coa[c]_complex"
"" "E104_h2o[c]_complex" "E231_asp__L[c]_citr__L[c]_complex"
"" "E104_h2o[c]_complex" "E332_h[c]_pan4p[c]_complex"
"" "E104_h2o[c]_complex" "E310_aps[c]_complex"
"" "E104_h2o[c]_complex" "E39_nad[c]_complex"
"" "E104_h2o[c]_complex" "E284_nad[c]_complex"
"" "E104_h2o[c]_complex" "E317_26dap__M[c]_uamag[c]_complex"
"" "E104_h2o[c]_complex" "E324_glc__D[c]_complex"
"" "E104_h2o[c]_complex" "E495_f6p[c]_complex"
"" "E104_h2o[c]_complex" "E61_h2o[c]_mg2[c]_ppp9[c]_complex"
"" "E104_h2o[c]_complex" "E414_g1p[c]_h[c]_complex"
"" "E104_h2o[c]_complex" "E123_acglu[c]_complex"
"" "E104_h2o[c]_complex" "E112_pnto__R[c]_complex"
"" "E513_ACP[c]_complex" "E517_gam1p[c]_complex"
"" "E513_ACP[c]_complex" "E170_h2o[c]_oaa[c]_complex"
"" "E513_ACP[c]_complex" "E22_ser__L[c]_complex"
"" "E513_ACP[c]_complex" "E188_ser__L[c]_complex"
"" "E513_ACP[c]_complex" "E23_hom__L[c]_complex"
"" "E513_ACP[c]_complex" "E197_hom__L[c]_complex"
"" "E513_ACP[c]_complex" "E36_h2o[c]_pyr[c]_complex"
"" "E513_ACP[c]_complex" "E295_h2o[c]_pyr[c]_complex"
"" "E513_ACP[c]_complex" "E513_h[c]_malACP[c]_complex"
"" "E513_ACP[c]_complex" "E53_atp[c]_hco3[c]_complex"
"" "tpalm2eACP[c]" "tddec2eACP[c]"
"" "tmrs2eACP[c]" "tpalm2eACP[c]"
"" "but2eACP[c]" "tpalm2eACP[c]"
"" "tpalm2eACP[c]" "epmeACP[c]"
"" "tpalm2eACP[c]" "egmeACP[c]"
"" "E11_glu5p[c]_h[c]_complex" "E135_glu5p[c]_h[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E14_h[c]_neuspn[c]_o2[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E469_4hthdp[c]_h[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E243_1pyr5c[c]_h[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E252_h[c]_thex2eACP[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E98_5apru[c]_h[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E342_bcryptox[c]_h[c]_o2[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E116_dxyl5p[c]_h[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E168_h[c]_hmppp9[c]_o2[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E291_3hmop[c]_h[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E136_13dpg[c]_h[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E216_h[c]_mlthf[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E146_h[c]_o2[c]_zcarote[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E260_h[c]_trdox[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E252_h[c]_toct2eACP[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E336_dhf[c]_h[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E342_caro[c]_h[c]_o2[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E168_h[c]_o2[c]_omppp9[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E352_dump[c]_h[c]_mlthf[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E398_h[c]_o2[c]_zeax[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E252_h[c]_tdec2eACP[c]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E89_h[p]_na1[c]_pq[cm]_complex"
"" "E11_glu5p[c]_h[c]_complex" "E423_fmn[c]_h[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E14_h[c]_neuspn[c]_o2[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E469_4hthdp[c]_h[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E243_1pyr5c[c]_h[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E252_h[c]_thex2eACP[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E98_5apru[c]_h[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E342_bcryptox[c]_h[c]_o2[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E116_dxyl5p[c]_h[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E168_h[c]_hmppp9[c]_o2[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E291_3hmop[c]_h[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E136_13dpg[c]_h[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E216_h[c]_mlthf[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E146_h[c]_o2[c]_zcarote[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E260_h[c]_trdox[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E252_h[c]_toct2eACP[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E336_dhf[c]_h[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E342_caro[c]_h[c]_o2[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E168_h[c]_o2[c]_omppp9[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E352_dump[c]_h[c]_mlthf[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E398_h[c]_o2[c]_zeax[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E252_h[c]_tdec2eACP[c]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E89_h[p]_na1[c]_pq[cm]_complex"
"" "E135_glu5p[c]_h[c]_complex" "E423_fmn[c]_h[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E469_4hthdp[c]_h[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E243_1pyr5c[c]_h[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E252_h[c]_thex2eACP[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E98_5apru[c]_h[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E342_bcryptox[c]_h[c]_o2[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E116_dxyl5p[c]_h[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E168_h[c]_hmppp9[c]_o2[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E291_3hmop[c]_h[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E136_13dpg[c]_h[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E216_h[c]_mlthf[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E146_h[c]_o2[c]_zcarote[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E260_h[c]_trdox[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E252_h[c]_toct2eACP[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E336_dhf[c]_h[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E342_caro[c]_h[c]_o2[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E168_h[c]_o2[c]_omppp9[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E352_dump[c]_h[c]_mlthf[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E398_h[c]_o2[c]_zeax[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E252_h[c]_tdec2eACP[c]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E89_h[p]_na1[c]_pq[cm]_complex"
"" "E14_h[c]_neuspn[c]_o2[c]_complex" "E423_fmn[c]_h[c]_complex"
"" "E119_6pgc[c]_complex" "E205_gcald[c]_h2o[c]_complex"
"" "E119_6pgc[c]_complex" "E161_phytfl[c]_complex"
"" "E119_6pgc[c]_complex" "E7_dhna[c]_phdp[c]_complex"
"" "E119_6pgc[c]_complex" "E345_g6p[c]_complex"
"" "E119_6pgc[c]_complex" "E161_phyto[c]_complex"
"" "E_423" "E119_6pgc[c]_complex"
"" "E199_u3hga2[c]_complex" "E38_uacgam[c]_complex"
"" "E199_u3hga2[c]_complex" "E286_uacgam[c]_complex"
"" "E_379" "E201_h2o[c]_imp[c]_complex"
"" "E201_h2o[c]_imp[c]_complex" "E203_h2o[c]_histda[c]_complex"
"" "E201_h2o[c]_imp[c]_complex" "E180_3c2hmp[c]_complex"
"" "E201_h2o[c]_imp[c]_complex" "E180_r3mmal[c]_complex"
"" "E201_h2o[c]_imp[c]_complex" "E58_coa[c]_pyr[c]_complex"
"" "E201_h2o[c]_imp[c]_complex" "E121_h2o[c]_complex"
"" "E_204" "E_244"
"" "E_204" "E96_gln__L[c]_complex"
"" "E_204" "E96_nh4[c]_complex"
"" "E_204" "E_405"
"" "E_204" "E390_gln__L[c]_complex"
"" "E205_gcald[c]_h2o[c]_complex" "E161_phytfl[c]_complex"
"" "E205_gcald[c]_h2o[c]_complex" "E7_dhna[c]_phdp[c]_complex"
"" "E205_gcald[c]_h2o[c]_complex" "E345_g6p[c]_complex"
"" "E205_gcald[c]_h2o[c]_complex" "E161_phyto[c]_complex"
"" "E_423" "E205_gcald[c]_h2o[c]_complex"
"" "E160_2m6sbenzq[c]_complex" "E45_h[c]_complex"
"" "E160_2m6sbenzq[c]_complex" "E303_h[c]_complex"
"" "E160_2m6sbenzq[c]_complex" "E191_mppp9[c]_complex"
"" "E160_2m6sbenzq[c]_complex" "E184_dmtphllqne[c]_complex"
"" "E160_2m6sbenzq[c]_complex" "E454_malcoa[c]_complex"
"" "E278_ala__L[c]_complex" "E270_accoa[c]_h2o[c]_complex"
"" "E278_ala__L[c]_complex" "E175_h2o[c]_mlthf[c]_complex"
"" "E206_adp[c]_complex" "E484_paps[c]_complex"
"" "E206_adp[c]_complex" "E206_udp[c]_complex"
"" "E51_nad[c]_thf[c]_complex" "E507_atp[c]_pram[c]_complex"
"" "E51_nad[c]_thf[c]_complex" "E413_o2[c]_complex"
"" "E_128" "E396_nadp[c]_complex"
"" "cit[c]" "icit[c]"
"" "E_60" "E_68"
"" "h2o[c]" "pi[c]"
"" "E_68" "E_103"
"" "E_68" "E76_phom[c]_complex"
"" "E_68" "E463_phom[c]_complex"
"" "E_68" "E288_agm[c]_complex"
"" "E_68" "E251_utp[c]_complex"
"" "E_68" "E222_nmn[c]_complex"
"" "E_68" "E344_ahcys[c]_complex"
"" "E_68" "E32_fdp[c]_complex"
"" "E_68" "E156_fdp[c]_complex"
"" "E_68" "E21_paps[c]_complex"
"" "E_68" "E195_paps[c]_complex"
"" "E_68" "E28_cgly[c]_complex"
"" "E_68" "E241_cgly[c]_complex"
"" "E_68" "E312_14dhncoa[c]_complex"
"" "E_68" "E420_gam6p[c]_complex"
"" "pgp1819Z160[c]" "E_68"
"" "E68_h2o[c]_complex" "E465_h2o[c]_nac[c]_complex"
"" "E68_h2o[c]_complex" "E37_thr__L[c]_complex"
"" "E68_h2o[c]_complex" "E494_thr__L[c]_complex"
"" "E68_h2o[c]_complex" "E508_h[c]_complex"
"" "E68_h2o[c]_complex" "E281_applp[c]_complex"
"" "E68_h2o[c]_complex" "E60_h2o[c]_complex"
"" "E516_skm[c]_complex" "E68_h2o[c]_complex"
"" "E235_glu__D[c]_uama[c]_complex" "E68_h2o[c]_complex"
"" "E68_h2o[c]_complex" "E495_s7p[c]_complex"
"" "E68_h2o[c]_complex" "E497_thr__L[c]_complex"
"" "E68_h2o[c]_complex" "E498_thr__L[c]_complex"
"" "E68_h2o[c]_complex" "E280_h2o[c]_pyr[c]_complex"
"" "E68_h2o[c]_complex" "E162_ala__D[c]_complex"
"" "E68_h2o[c]_complex" "E164_glyc__R[c]_complex"
"" "E68_h2o[c]_complex" "E293_fru[c]_complex"
"" "E68_h2o[c]_complex" "E294_4ppan[c]_cys__L[c]_complex"
"" "E68_h2o[c]_complex" "E209_dhpt[c]_glu__L[c]_complex"
"" "E68_h2o[c]_complex" "E323_fpram[c]_complex"
"" "E68_h2o[c]_complex" "E394_asp__L[c]_complex"
"" "E68_h2o[c]_complex" "E337_h[c]_so4[c]_complex"
"" "E68_h2o[c]_complex" "E338_dpcoa[c]_complex"
"" "E68_h2o[c]_complex" "E120_glu__L[c]_trnaglu[c]_complex"
"" "E68_h2o[c]_complex" "E173_thmmp[c]_complex"
"" "E68_h2o[c]_complex" "E181_4c2me[c]_complex"
"" "E68_h2o[c]_complex" "E355_cys__L[c]_glu__L[c]_complex"
"" "E68_h2o[c]_complex" "E148_ru5p__D[c]_complex"
"" "E68_h2o[c]_complex" "E169_for[c]_gar[c]_complex"
"" "E68_h2o[c]_complex" "E229_glu__L[c]_complex"
"" "E68_h2o[c]_complex" "E377_ribflv[c]_complex"
"" "E68_h2o[c]_complex" "E237_ac[c]_coa[c]_complex"
