"V1" "V2"
"" "D-Alanine" "D-Serine"
"" "D-Glutamate" "D-Serine"
"" "D-Glycerate 2-phosphate" "D-Serine"
"" "3-Phospho-D-glycerate" "D-Serine"
"" "Citrate" "D-Serine"
"" "Isocitrate" "D-Serine"
"" "D-Serine" "Adenosine"
"" "D-Serine" "Deoxyadenosine"
"" "D-Serine" "Deoxyguanosine"
"" "D-Serine" "Deoxyuridine"
"" "D-Serine" "Ethanolamine"
"" "D-Serine" "Propionate (n-C3:0)"
"" "D-Serine" "D-Malate"
"" "D-Serine" "Pyruvate"
"" "E107_dttp[c]_g1p[c]_complex" "E419_2h3oppan[c]_complex"
"" "E419_2h3oppan[c]_complex" "E96_pyr[c]_complex"
"" "E419_2h3oppan[c]_complex" "E239_g3p[c]_pyr[c]_complex"
"" "E419_2h3oppan[c]_complex" "E395_asp__L[c]_complex"
"" "x(370)" "E476_asp__L[c]_h2o[c]_complex"
"" "x(540)" "E382_2dmmq8[c]_h[c]_complex"
"" "x(540)" "E277_hcys__L[c]_complex"
"" "4.1.2.4" "5.4.2.7"
"" "2-Deoxy-D-ribose 5-phosphate" "2-Deoxy-D-ribose 1-phosphate"
"" "E107_dttp[c]_g1p[c]_complex" "E96_pyr[c]_complex"
"" "E107_dttp[c]_g1p[c]_complex" "E239_g3p[c]_pyr[c]_complex"
"" "E107_dttp[c]_g1p[c]_complex" "E395_asp__L[c]_complex"
"" "E23_h2o[c]_complex" "E176_h2o[c]_complex"
"" "E23_h2o[c]_complex" "E209_h2o[c]_pep[c]_complex"
"" "E176_h2o[c]_complex" "E209_h2o[c]_pep[c]_complex"
"" "E20_h[c]_q8h2[c]_complex" "E21_h[c]_q8h2[c]_complex"
"" "D-Mannose 6-phosphate" "D-Fructose 6-phosphate"
"" "5.3.1.8" "E187_gln__L[c]_complex"
"" "DTDP-4-dehydro-6-deoxy-D-glucose" "DTDP-4-dehydro-6-deoxy-L-mannose"
"" "E99_dtdp4d6dm[c]_h[c]_complex" "E196_h[c]_uaccg[c]_complex"
"" "E99_dtdp4d6dm[c]_h[c]_complex" "E18_h[c]_trdox[c]_complex"
"" "E99_dtdp4d6dm[c]_h[c]_complex" "E157_h[c]_trdox[c]_complex"
"" "E103_gcald[c]_h2o[c]_complex" "E298_for[c]_complex"
"" "E111_tre6p[c]_complex" "E357_fdp[c]_complex"
"" "E111_tre6p[c]_complex" "E449_pap[c]_complex"
"" "E111_tre6p[c]_complex" "E356_utp[c]_complex"
"" "E111_tre6p[c]_complex" "E356_gtp[c]_complex"
"" "E111_tre6p[c]_complex" "E62_gln__L[c]_complex"
"" "E111_tre6p[c]_complex" "E344_gln__L[c]_complex"
"" "E111_tre6p[c]_complex" "E319_gtp[c]_complex"
"" "E111_tre6p[c]_complex" "E214_gthrd[c]_complex"
"" "E182_h[c]_nadh[c]_complex" "E182_h[c]_nadph[c]_complex"
"" "E357_fdp[c]_complex" "E449_pap[c]_complex"
"" "E357_fdp[c]_complex" "E356_utp[c]_complex"
"" "E357_fdp[c]_complex" "E356_gtp[c]_complex"
"" "E357_fdp[c]_complex" "E62_gln__L[c]_complex"
"" "E357_fdp[c]_complex" "E344_gln__L[c]_complex"
"" "E357_fdp[c]_complex" "E319_gtp[c]_complex"
"" "E357_fdp[c]_complex" "E214_gthrd[c]_complex"
"" "D-Fructose" "E193_uacgam[c]_complex"
"" "D-Xylose" "E193_uacgam[c]_complex"
"" "E196_h[c]_uaccg[c]_complex" "E18_h[c]_trdox[c]_complex"
"" "E196_h[c]_uaccg[c]_complex" "E157_h[c]_trdox[c]_complex"
"" "Glyceraldehyde 3-phosphate" "Dihydroxyacetone phosphate"
"" "3-Phospho-D-glycerate" "D-Glycerate 2-phosphate"
"" "x(21)" "E134_nad[c]_complex"
"" "UDP-N-acetyl-D-glucosamine" "UDP N acetyl D galactosamine C17H25N3O17P2"
"" "E202_h2o[c]_pyr[c]_complex" "E203_aps[c]_complex"
"" "E202_h2o[c]_pyr[c]_complex" "E30_h[c]_so4[c]_complex"
"" "E202_h2o[c]_pyr[c]_complex" "E164_glcn[c]_complex"
"" "E202_h2o[c]_pyr[c]_complex" "E167_f1p[c]_complex"
"" "E202_h2o[c]_pyr[c]_complex" "E130_asp__L[c]_complex"
"" "E202_h2o[c]_pyr[c]_complex" "E365_glu__L[c]_complex"
"" "E202_h2o[c]_pyr[c]_complex" "E295_nad[c]_complex"
"" "E202_h2o[c]_pyr[c]_complex" "E414_ala__D[c]_complex"
"" "E202_h2o[c]_pyr[c]_complex" "E114_h2o[c]_complex"
"" "E143_accoa[c]_h2o[c]_complex" "E471_h2o[c]_ppcoa[c]_complex"
"" "E2_accoa[c]_atp[c]_complex" "E216_accoa[c]_atp[c]_complex"
"" "E2_accoa[c]_atp[c]_complex" "E217_accoa[c]_atp[c]_complex"
"" "E2_accoa[c]_atp[c]_complex" "E219_accoa[c]_atp[c]_complex"
"" "E2_accoa[c]_atp[c]_complex" "E220_accoa[c]_atp[c]_complex"
"" "E2_accoa[c]_atp[c]_complex" "E222_accoa[c]_atp[c]_complex"
"" "E216_accoa[c]_atp[c]_complex" "E217_accoa[c]_atp[c]_complex"
"" "E216_accoa[c]_atp[c]_complex" "E219_accoa[c]_atp[c]_complex"
"" "E216_accoa[c]_atp[c]_complex" "E220_accoa[c]_atp[c]_complex"
"" "E216_accoa[c]_atp[c]_complex" "E222_accoa[c]_atp[c]_complex"
"" "E217_accoa[c]_atp[c]_complex" "E219_accoa[c]_atp[c]_complex"
"" "E217_accoa[c]_atp[c]_complex" "E220_accoa[c]_atp[c]_complex"
"" "E217_accoa[c]_atp[c]_complex" "E222_accoa[c]_atp[c]_complex"
"" "E219_accoa[c]_atp[c]_complex" "E220_accoa[c]_atp[c]_complex"
"" "E219_accoa[c]_atp[c]_complex" "E222_accoa[c]_atp[c]_complex"
"" "E220_accoa[c]_atp[c]_complex" "E222_accoa[c]_atp[c]_complex"
"" "E203_aps[c]_complex" "E30_h[c]_so4[c]_complex"
"" "E203_aps[c]_complex" "E164_glcn[c]_complex"
"" "E203_aps[c]_complex" "E167_f1p[c]_complex"
"" "E203_aps[c]_complex" "E130_asp__L[c]_complex"
"" "E203_aps[c]_complex" "E365_glu__L[c]_complex"
"" "E203_aps[c]_complex" "E295_nad[c]_complex"
"" "E203_aps[c]_complex" "E414_ala__D[c]_complex"
"" "E203_aps[c]_complex" "E114_h2o[c]_complex"
"" "E30_h[c]_so4[c]_complex" "E164_glcn[c]_complex"
"" "E30_h[c]_so4[c]_complex" "E167_f1p[c]_complex"
