"V1" "V2"
"" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]"
"" "R-3-hydroxypalmitoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]" "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]" "R-3-hydroxypalmitoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydecanoyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]" "R-3-hydroxypalmitoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]" "R-3-hydroxypalmitoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]" "R-3-hydroxypalmitoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "E299_h[c]_pa160[c]_complex" "E299_h[c]_pa184_6_9_12_15[c]_complex"
"" "E299_h[c]_pa161[c]_complex" "E299_h[c]_pa184_6_9_12_15[c]_complex"
"" "E299_h[c]_pa180[c]_complex" "E299_h[c]_pa184_6_9_12_15[c]_complex"
