"V1" "V2"
"" "E332_h2o[c]_complex" "E336_h2o[c]_complex"
"" "E335_h2o[c]_complex" "E336_h2o[c]_complex"
"" "E43_3hdgggps[c]_h[c]_complex" "E187_3hdgggps[c]_h[c]_complex"
"" "E43_3hdgggps[c]_h[c]_complex" "E189_3hdgggps[c]_h[c]_complex"
"" "E43_3hdgggps[c]_h[c]_complex" "E192_3hdgggps[c]_h[c]_complex"
"" "E187_3hdgggps[c]_h[c]_complex" "E189_3hdgggps[c]_h[c]_complex"
"" "E187_3hdgggps[c]_h[c]_complex" "E192_3hdgggps[c]_h[c]_complex"
"" "E189_3hdgggps[c]_h[c]_complex" "E192_3hdgggps[c]_h[c]_complex"
"" "E350_h[c]_complex" "E293_atp[c]_pi[c]_complex"
"" "E350_h[c]_complex" "E71_atp[c]_h2o[c]_complex"
"" "E350_h[c]_complex" "E297_atp[c]_h2o[c]_complex"
"" "E350_h[c]_complex" "E298_atp[c]_h2o[c]_complex"
"" "E7_h[c]_hsfd[c]_complex" "E254_h[c]_hsfd[c]_complex"
"" "E360_adp[c]_complex" "E360_gdp[c]_complex"
"" "E360_adp[c]_complex" "E360_cdp[c]_complex"
"" "E360_adp[c]_complex" "E360_udp[c]_complex"
"" "E360_adp[c]_complex" "E369_atp[c]_complex"
"" "E360_adp[c]_complex" "E369_gtp[c]_complex"
"" "E360_adp[c]_complex" "E369_ctp[c]_complex"
"" "E360_adp[c]_complex" "E369_utp[c]_complex"
"" "E360_gdp[c]_complex" "E360_cdp[c]_complex"
"" "E360_gdp[c]_complex" "E360_udp[c]_complex"
"" "E360_gdp[c]_complex" "E369_atp[c]_complex"
"" "E360_gdp[c]_complex" "E369_gtp[c]_complex"
"" "E360_gdp[c]_complex" "E369_ctp[c]_complex"
"" "E360_gdp[c]_complex" "E369_utp[c]_complex"
"" "E360_cdp[c]_complex" "E360_udp[c]_complex"
"" "E360_cdp[c]_complex" "E369_atp[c]_complex"
"" "E360_cdp[c]_complex" "E369_gtp[c]_complex"
"" "E360_cdp[c]_complex" "E369_ctp[c]_complex"
"" "E360_cdp[c]_complex" "E369_utp[c]_complex"
"" "E360_udp[c]_complex" "E369_atp[c]_complex"
"" "E360_udp[c]_complex" "E369_gtp[c]_complex"
"" "E360_udp[c]_complex" "E369_ctp[c]_complex"
"" "E360_udp[c]_complex" "E369_utp[c]_complex"
"" "E369_atp[c]_complex" "E369_gtp[c]_complex"
"" "E369_atp[c]_complex" "E369_ctp[c]_complex"
"" "E369_atp[c]_complex" "E369_utp[c]_complex"
"" "E369_gtp[c]_complex" "E369_ctp[c]_complex"
"" "E369_gtp[c]_complex" "E369_utp[c]_complex"
"" "E369_ctp[c]_complex" "E369_utp[c]_complex"
"" "E91_cobalt2[c]_complex" "E377_cobalt2[c]_complex"
"" "E94_atp[c]_complex" "E380_atp[c]_complex"
"" "E98_h2o[c]_complex" "E388_h2o[c]_complex"
"" "E65_h2o[c]_complex" "E284_h2o[c]_complex"
"" "E65_h2o[c]_complex" "E66_h2o[c]_complex"
"" "E65_h2o[c]_complex" "E288_h2o[c]_complex"
"" "E65_h2o[c]_complex" "E294_atp[c]_complex"
"" "E284_h2o[c]_complex" "E66_h2o[c]_complex"
"" "E284_h2o[c]_complex" "E288_h2o[c]_complex"
"" "E284_h2o[c]_complex" "E294_atp[c]_complex"
"" "E66_h2o[c]_complex" "E288_h2o[c]_complex"
"" "E66_h2o[c]_complex" "E294_atp[c]_complex"
"" "E288_h2o[c]_complex" "E294_atp[c]_complex"
"" "E293_atp[c]_pi[c]_complex" "E71_atp[c]_h2o[c]_complex"
"" "E293_atp[c]_pi[c]_complex" "E297_atp[c]_h2o[c]_complex"
"" "E293_atp[c]_pi[c]_complex" "E298_atp[c]_h2o[c]_complex"
"" "E89_dump[c]_complex" "E366_dump[c]_complex"
