"" "E109_h[c]_complex" "E112_h[c]_complex"
"" "E110_h[c]_complex" "E111_h[c]_complex"
"" "E110_h[c]_complex" "E112_h[c]_complex"
"" "E111_h[c]_complex" "E112_h[c]_complex"
"" "((x(625)" "(x(631)&x(624)&x(627))"
"" "((x(625)" "x(629)"
"" "(x(631)&x(624)&x(627))" "x(629)"
"" "E502_coa[c]_nad[c]_complex" "E6_h2o[c]_nad[c]_complex"
"" "E502_coa[c]_nad[c]_complex" "E412_h2o[c]_nad[c]_complex"
"" "E114_akg[c]_complex" "E504_akg[c]_complex"
"" "E6_h2o[c]_nad[c]_complex" "E412_h2o[c]_nad[c]_complex"
"" "E81_mstrACP[c]_complex" "E432_mstrACP[c]_complex"
"" "E81_1hdecg3p[c]_complex" "E432_1hdecg3p[c]_complex"
