"V1" "V2"
"" "E1_h[m]_o2[m]_complex" "E63_h[m]_o2[m]_complex"
"" "E9_coa[m]_h[m]_complex" "E51_coa[m]_h[m]_complex"
"" "E17_atp[m]_complex" "E37_h[c]_pep[c]_complex"
"" "E38_f6p[x]_complex" "E44_b_D_glucose[x]_complex"
"" "E62_ppi[c]_complex" "E81_6pgl[c]_complex"
"" "E12_h[m]_nadh[m]_complex" "E70_h[m]_nadh[m]_complex"
"" "Guanine" "Uracil"
