"V1" "V2"
"" "x(448)" "E277_dolp12[c]_complex"
"" "E77_arachdcoa[c]_complex" "E266_cdpdag_pf_16_0_18_1[c]_complex"
"" "E384_arachdcoa[c]_complex" "E266_cdpdag_pf_16_0_18_1[c]_complex"
"" "E260_dmpp[c]_complex" "E260_grdp[c]_complex"
"" "E260_dmpp[c]_complex" "E367_hexdp[c]_complex"
"" "5.3.3.2" "E260_dmpp[c]_complex"
"" "E272_q8h2[m]_complex" "E281_pi[m]_complex"
"" "3-Octaprenyl-4-hydroxybenzoate" "E272_q8h2[m]_complex"
"" "E135_amet[c]_complex" "E94_g3pc[c]_complex"
"" "E94_g3pc[c]_complex" "E252_pail4p_pf_18_0_18_1[c]_complex"
"" "E171_cholp[c]_ctp[c]_complex" "E94_g3pc[c]_complex"
"" "E94_g3pc[c]_complex" "E290_4ppcys[c]_complex"
"" "E94_g3pc[c]_complex" "E167_ctp[c]_pa_pf_18_0_20_4[c]_complex"
"" "E94_g3pc[c]_complex" "E167_ctp[c]_pa_pf_18_1_20_4[c]_complex"
"" "E94_g3pc[c]_complex" "E167_ctp[c]_pa_pf_20_4_20_4[c]_complex"
"" "E94_g3pc[c]_complex" "E294_2mahmp[c]_4mpetz[c]_complex"
"" "E52_h2o[m]_complex" "E281_h2o[m]_complex"
"" "E278_h2o[m]_complex" "E281_h2o[m]_complex"
"" "3-Octaprenyl-4-hydroxybenzoate" "E281_pi[m]_complex"
"" "E297_nad[m]_complex" "E297_nadp[m]_complex"
"" "E297_fum[m]_complex" "E297_nad[m]_complex"
"" "E297_nad[m]_complex" "E297_o2[m]_complex"
"" "Octanoyl-ACP (n-C8:0ACP)" "Butyryl-ACP (n-C4:0ACP)"
"" "E207_dcaACP[h]_h[h]_complex" "E207_ddcaACP[h]_h[h]_complex"
"" "E207_dcaACP[h]_h[h]_complex" "E207_h[h]_hexACP[h]_complex"
"" "E207_ddcaACP[h]_h[h]_complex" "E207_h[h]_hexACP[h]_complex"
"" "E213_3pg[c]_complex" "E88_acgpail_pf_18_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E420_acgpail_pf_18_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E435_13dpg[c]_complex"
"" "E213_3pg[c]_complex" "E110_atp[c]_complex"
"" "E213_3pg[c]_complex" "E436_adn[c]_h[c]_complex"
"" "E213_3pg[c]_complex" "E95_atp[c]_complex"
"" "E213_3pg[c]_complex" "E436_dad_2[c]_h[c]_complex"
"" "E213_3pg[c]_complex" "E225_dctp[c]_h[c]_complex"
"" "E213_3pg[c]_complex" "E148_atp[c]_ca2[c]_complex"
"" "E213_3pg[c]_complex" "E155_ahcys[c]_complex"
"" "E213_3pg[c]_complex" "E175_amp[c]_h[c]_complex"
"" "E213_3pg[c]_complex" "E80_atp[c]_gthox[c]_complex"
"" "E213_3pg[c]_complex" "E391_atp[c]_gthox[c]_complex"
"" "E213_3pg[c]_complex" "E80_atp[c]_gthrd[c]_complex"
"" "E213_3pg[c]_complex" "E391_atp[c]_gthrd[c]_complex"
"" "E213_3pg[c]_complex" "E398_gtp[c]_complex"
"" "E213_3pg[c]_complex" "E30_camp[c]_complex"
"" "E213_3pg[c]_complex" "E216_camp[c]_complex"
"" "E213_3pg[c]_complex" "E217_camp[c]_complex"
"" "E213_3pg[c]_complex" "E218_camp[c]_complex"
"" "E213_3pg[c]_complex" "E30_35cgmp[c]_complex"
"" "E213_3pg[c]_complex" "E215_35cgmp[c]_complex"
"" "E213_3pg[c]_complex" "E217_35cgmp[c]_complex"
"" "E213_3pg[c]_complex" "E218_35cgmp[c]_complex"
"" "E213_3pg[c]_complex" "E220_35cgmp[c]_complex"
"" "E213_3pg[c]_complex" "E361_6pgl[c]_complex"
"" "E213_3pg[c]_complex" "E436_5mta[c]_h[c]_complex"
"" "E213_3pg[c]_complex" "E312_ahdt[c]_complex"
"" "E213_3pg[c]_complex" "E54_pa_pf_16_0_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E283_pa_pf_16_0_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E54_pa_pf_18_1_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E283_pa_pf_18_1_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E54_pa_pf_18_2_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E283_pa_pf_18_2_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E291_adp[c]_complex"
"" "E213_3pg[c]_complex" "E291_amp[c]_complex"
"" "E213_3pg[c]_complex" "E201_gmp[c]_complex"
"" "E213_3pg[c]_complex" "E291_atp[c]_complex"
"" "E213_3pg[c]_complex" "E291_ctp[c]_complex"
"" "E213_3pg[c]_complex" "E109_mi14p[c]_complex"
"" "E213_3pg[c]_complex" "E58_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E298_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E300_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E46_pchol_pf_16_0_20_4[c]_complex"
"" "E213_3pg[c]_complex" "E263_pchol_pf_16_0_20_4[c]_complex"
"" "E213_3pg[c]_complex" "E265_pchol_pf_16_0_20_4[c]_complex"
"" "E213_3pg[c]_complex" "E46_pe_pf_20_4_20_4[c]_complex"
"" "E213_3pg[c]_complex" "E263_pe_pf_20_4_20_4[c]_complex"
