"x"
"1" 49
"2" 50
"3" 14299
"4" 4978
"5" 7378
"6" 7539
"7" 9182
"8" 9183
"9" 22907
"10" 5159
"11" 4992
"12" 4993
"13" 10282
"14" 23947
"15" 10283
"16" 23948
"17" 5004
"18" 10091
"19" 23773
"20" 10092
"21" 5155
"22" 5194
"23" 11931
"24" 25504
"25" 11932
"26" 5197
"27" 5223
"28" 5553
"29" 5554
"30" 8154
"31" 21923
"32" 8155
"33" 21924
"34" 9000
"35" 22735
"36" 9001
"37" 9169
"38" 22894
"39" 11371
"40" 24977
"41" 13919
"42" 9247
"43" 9248
"44" 22970
"45" 9564
"46" 23272
"47" 9565
"48" 23273
"49" 9887
"50" 23575
"51" 9888
"52" 10111
"53" 23791
"54" 10112
"55" 23792
"56" 10114
"57" 23794
"58" 10115
"59" 23795
"60" 10117
"61" 23797
"62" 10118
"63" 23798
"64" 10120
"65" 23800
"66" 10121
"67" 10616
"68" 24257
"69" 10617
"70" 24258
"71" 10619
"72" 24260
"73" 10620
"74" 24261
"75" 10622
"76" 24263
"77" 10623
"78" 24264
"79" 11820
"80" 25398
"81" 11821
"82" 12063
"83" 25624
"84" 12064
"85" 11934
"86" 25506
"87" 11935
"88" 11937
"89" 25508
"90" 11938
"91" 11940
"92" 25510
"93" 11941
"94" 12448
"95" 25986
"96" 12449
"97" 25987
"98" 12494
"99" 26031
"100" 12495
"101" 26032
"102" 13293
"103" 13294
"104" 26808
"105" 13388
"106" 26896
"107" 13389
"108" 26897
