"x"
"1" 1135
"2" 15298
"3" 1136
"4" 15296
"5" 1137
"6" 15297
"7" 3680
"8" 17735
"9" 3681
"10" 17733
"11" 3682
"12" 17734
"13" 3860
"14" 17904
"15" 3861
"16" 17902
"17" 3862
"18" 17903
"19" 5204
"20" 19177
"21" 5205
"22" 19175
"23" 5206
"24" 19176
"25" 5634
"26" 19567
"27" 5635
"28" 19565
"29" 5636
"30" 19566
"31" 6211
"32" 9041
"33" 22788
"34" 9042
"35" 22787
"36" 9043
"37" 7409
"38" 21234
"39" 7410
"40" 21232
"41" 7411
"42" 21233
"43" 8390
"44" 22178
"45" 8391
"46" 22176
"47" 8392
"48" 22177
"49" 8393
"50" 22181
"51" 8394
"52" 22179
"53" 8395
"54" 22180
"55" 9200
"56" 22941
"57" 9201
"58" 22939
"59" 9202
"60" 22940
"61" 10342
"62" 24016
"63" 10343
"64" 24014
"65" 10344
"66" 24015
"67" 10345
"68" 24019
"69" 10346
"70" 24017
"71" 10347
"72" 24018
"73" 10914
"74" 24559
"75" 10915
"76" 24557
"77" 10916
"78" 24558
"79" 10917
"80" 24562
"81" 10918
"82" 24560
"83" 10919
"84" 24561
"85" 13901
"86" 27415
"87" 13902
"88" 27413
"89" 13903
"90" 27414
"91" 13921
"92" 27435
"93" 13922
"94" 27433
"95" 13923
"96" 27434
