"x"
"1" 4769
"2" 20856
"3" 4770
"4" 20854
"5" 4771
"6" 20855
"7" 2425
"8" 18621
"9" 2426
"10" 18619
"11" 2427
"12" 18620
"13" 2446
"14" 18641
"15" 2447
"16" 18639
"17" 2448
"18" 18640
"19" 3892
"20" 20026
"21" 3893
"22" 20024
"23" 3894
"24" 20025
"25" 6622
"26" 22634
"27" 6623
"28" 22632
"29" 6624
"30" 22633
"31" 6625
"32" 22637
"33" 6626
"34" 22635
"35" 6627
"36" 22636
"37" 13571
"38" 6677
"39" 22686
"40" 6678
"41" 22685
"42" 6679
"43" 6840
"44" 22840
"45" 6841
"46" 22838
"47" 6842
"48" 22839
"49" 7084
"50" 23071
"51" 7085
"52" 23069
"53" 7086
"54" 23070
"55" 9563
"56" 25406
"57" 9564
"58" 25404
"59" 9565
"60" 25405
"61" 9566
"62" 25409
"63" 9567
"64" 25407
"65" 9568
"66" 25408
"67" 9831
"68" 25657
"69" 9832
"70" 25655
"71" 9833
"72" 25656
"73" 10693
"74" 26467
"75" 10694
"76" 26465
"77" 10695
"78" 26466
"79" 11408
"80" 27129
"81" 11409
"82" 27127
"83" 11410
"84" 27128
"85" 11771
"86" 27472
"87" 11772
"88" 27470
"89" 11773
"90" 27471
"91" 11774
"92" 27475
"93" 11775
"94" 27473
"95" 11776
"96" 27474
