"x"
"1" 5757
"2" 5936
"3" 119
"4" 1126
"5" 1703
"6" 2512
"7" 2775
"8" 8075
"9" 8076
"10" 19687
"11" 3259
"12" 3721
"13" 4090
"14" 6158
"15" 6408
"16" 6582
"17" 6585
"18" 6588
"19" 7285
"20" 7373
"21" 7376
"22" 7753
"23" 7908
"24" 9311
"25" 9371
"26" 8016
"27" 8019
"28" 8022
"29" 8566
"30" 8936
"31" 20506
"32" 1
"33" 8926
"34" 20507
"35" 8929
"36" 8931
"37" 20552
"38" 8984
"39" 9137
"40" 20562
"41" 8995
"42" 9127
"43" 20564
"44" 8928
"45" 8998
"46" 20567
"47" 8912
"48" 9001
"49" 20569
"50" 8927
"51" 9003
