"x"
"1" 182
"2" 13692
"3" 1259
"4" 1269
"5" 1659
"6" 2224
"7" 2225
"8" 2226
"9" 2227
"10" 2228
"11" 2229
"12" 2356
"13" 2519
"14" 2539
"15" 3663
"16" 3677
"17" 4403
"18" 4466
"19" 4473
"20" 5172
"21" 5299
"22" 5701
"23" 6116
"24" 6584
"25" 6711
"26" 7914
"27" 9374
"28" 9375
"29" 9484
"30" 9485
"31" 9486
"32" 12173
"33" 12175
"34" 1660
"35" 15098
"36" 2357
"37" 15752
"38" 3664
"39" 16976
"40" 3678
"41" 16989
"42" 4404
"43" 17684
"44" 6585
"45" 19731
"46" 12176
"47" 25088
"48" 202
"49" 13712
"50" 15014
"51" 2540
"52" 15921
"53" 2904
"54" 2452
"55" 15841
"56" 3742
"57" 17052
"58" 4470
"59" 8612
"60" 21688
"61" 7820
"62" 20917
"63" 8061
"64" 21150
"65" 6713
"66" 19859
"67" 6716
"68" 19862
"69" 9308
"70" 22350
"71" 9311
"72" 22352
"73" 9975
"74" 22974
"75" 9978
"76" 22977
"77" 10966
"78" 23911
"79" 10969
"80" 23914
