"x"
"1" 16
"2" 17
"3" 716
"4" 489
"5" 490
"6" 1137
"7" 58
"8" 59
"9" 757
"10" 68
"11" 69
"12" 765
"13" 420
"14" 421
"15" 1073
"16" 79
"17" 80
"18" 775
"19" 85
"20" 86
"21" 780
"22" 92
"23" 93
"24" 786
"25" 525
"26" 119
"27" 120
"28" 811
"29" 126
"30" 127
"31" 817
"32" 132
"33" 133
"34" 822
"35" 137
"36" 138
"37" 826
"38" 144
"39" 145
"40" 831
"41" 176
"42" 179
"43" 180
"44" 862
"45" 432
"46" 433
"47" 1084
"48" 198
"49" 199
"50" 878
"51" 221
"52" 222
"53" 900
"54" 238
"55" 239
"56" 916
"57" 252
"58" 260
"59" 261
"60" 925
"61" 273
"62" 274
"63" 937
"64" 357
"65" 350
"66" 351
"67" 1009
"68" 370
"69" 371
"70" 1026
"71" 377
"72" 378
"73" 1032
"74" 392
"75" 393
"76" 1046
"77" 441
"78" 442
"79" 1092
"80" 532
"81" 533
"82" 1175
"83" 498
"84" 499
"85" 1145
"86" 505
"87" 506
"88" 1151
"89" 511
"90" 512
"91" 1156
"92" 578
"93" 579
"94" 1220
"95" 682
"96" 680
