"x"
"1" 543
"2" 896
"3" 902
"4" 1118
"5" 1811
"6" 1817
"7" 1841
"8" 1865
"9" 3008
"10" 3318
"11" 3694
"12" 3731
"13" 3732
"14" 3733
"15" 3734
"16" 3735
"17" 3736
"18" 3949
"19" 5076
"20" 5189
"21" 5190
"22" 5409
"23" 5956
"24" 6549
"25" 7081
"26" 7821
"27" 8229
"28" 8239
"29" 8249
"30" 8482
"31" 11277
"32" 11879
"33" 12738
"34" 13044
"35" 13774
"36" 13775
"37" 14074
"38" 14183
"39" 544
"40" 14778
"41" 897
"42" 15118
"43" 903
"44" 15123
"45" 1119
"46" 15329
"47" 1812
"48" 15994
"49" 1818
"50" 15999
"51" 1842
"52" 16022
"53" 1866
"54" 16045
"55" 3009
"56" 17150
"57" 7082
"58" 20973
"59" 7822
"60" 21685
"61" 11278
"62" 24974
"63" 12739
"64" 26373
"65" 14075
"66" 27635
"67" 5514
